source,target,te_forward,te_backward,net_te,dominant_direction
WBD,RL,0.0,0.008291,-0.008291,RL->WBD
WFC,DGX,0.0,0.008291,-0.008291,DGX->WFC
TRGP,FAST,0.0,0.008291,-0.008291,FAST->TRGP
VRTX,BEN,0.0,0.008291,-0.008291,BEN->VRTX
A,SYK,0.008291,0.0,0.008291,A->SYK
MOS,CPAY,0.0,0.008291,-0.008291,CPAY->MOS
NOC,TFC,0.0,0.008291,-0.008291,TFC->NOC
KMI,HCA,0.008291,0.0,0.008291,KMI->HCA
JCI,PEG,0.0,0.00829,-0.00829,PEG->JCI
RTX,AVGO,0.00829,0.0,0.00829,RTX->AVGO
PCG,EL,0.008289,0.0,0.008289,PCG->EL
JCI,AKAM,0.008289,0.0,0.008289,JCI->AKAM
ZBH,STZ,0.0,0.008289,-0.008289,STZ->ZBH
MDT,BF-B,0.008289,0.0,0.008289,MDT->BF-B
SRE,AAPL,0.008288,0.0,0.008288,SRE->AAPL
ON,EMR,0.0,0.008288,-0.008288,EMR->ON
RL,APH,0.008288,0.0,0.008288,RL->APH
CRM,ALL,0.008288,0.0,0.008288,CRM->ALL
APTV,HLT,0.008288,0.0,0.008288,APTV->HLT
PYPL,ADM,0.0,0.008288,-0.008288,ADM->PYPL
PKG,DHR,0.0,0.008288,-0.008288,DHR->PKG
QCOM,CHTR,0.0,0.008287,-0.008287,CHTR->QCOM
SO,HWM,0.0,0.008287,-0.008287,HWM->SO
PODD,RF,0.0,0.008287,-0.008287,RF->PODD
APTV,DECK,0.008287,0.0,0.008287,APTV->DECK
CLX,HAL,0.0,0.008287,-0.008287,HAL->CLX
IQV,STE,0.008287,0.0,0.008287,IQV->STE
MDLZ,WDAY,0.008287,0.0,0.008287,MDLZ->WDAY
TXN,BAC,0.008287,0.0,0.008287,TXN->BAC
HAL,CPAY,0.0,0.008287,-0.008287,CPAY->HAL
PEP,MCO,0.0,0.008287,-0.008287,MCO->PEP
MAA,MAR,0.008286,0.0,0.008286,MAA->MAR
MGM,PCG,0.008286,0.0,0.008286,MGM->PCG
NSC,IR,0.0,0.008286,-0.008286,IR->NSC
INTC,VTR,0.008286,0.0,0.008286,INTC->VTR
PG,HPE,0.008285,0.0,0.008285,PG->HPE
ISRG,TXT,0.008285,0.0,0.008285,ISRG->TXT
CDW,CME,0.008285,0.0,0.008285,CDW->CME
XYZ,COST,0.008285,0.0,0.008285,XYZ->COST
INVH,ADBE,0.0,0.008285,-0.008285,ADBE->INVH
ON,HON,0.0,0.008285,-0.008285,HON->ON
LHX,CTAS,0.008285,0.0,0.008285,LHX->CTAS
META,O,0.008285,0.0,0.008285,META->O
EQIX,CSX,0.008284,0.0,0.008284,EQIX->CSX
PNR,MTB,0.008284,0.0,0.008284,PNR->MTB
FRT,EVRG,0.0,0.008284,-0.008284,EVRG->FRT
TFC,ALL,0.0,0.008283,-0.008283,ALL->TFC
PCG,TFC,0.0,0.008282,-0.008282,TFC->PCG
SPG,HWM,0.0,0.008282,-0.008282,HWM->SPG
PSA,ADM,0.0,0.008282,-0.008282,ADM->PSA
TMUS,ALGN,0.008281,0.0,0.008281,TMUS->ALGN
IQV,INTU,0.008281,0.0,0.008281,IQV->INTU
ROK,ALB,0.008281,0.0,0.008281,ROK->ALB
NKE,ATO,0.00828,0.0,0.00828,NKE->ATO
INTC,PSKY,0.00828,0.0,0.00828,INTC->PSKY
ULTA,PTC,0.0,0.00828,-0.00828,PTC->ULTA
KHC,LYV,0.00828,0.0,0.00828,KHC->LYV
TRMB,AMZN,0.00828,0.0,0.00828,TRMB->AMZN
AFL,DXCM,0.00828,0.0,0.00828,AFL->DXCM
TFC,CI,0.00828,0.0,0.00828,TFC->CI
NOC,GS,0.0,0.008279,-0.008279,GS->NOC
IRM,CPRT,0.008279,0.0,0.008279,IRM->CPRT
TDY,CAH,0.008279,0.0,0.008279,TDY->CAH
HCA,HAL,0.008279,0.0,0.008279,HCA->HAL
CSCO,DTE,0.008279,0.0,0.008279,CSCO->DTE
SYF,ETR,0.008278,0.0,0.008278,SYF->ETR
WDAY,STT,0.008278,0.0,0.008278,WDAY->STT
J,CINF,0.0,0.008278,-0.008278,CINF->J
TT,BSX,0.008278,0.0,0.008278,TT->BSX
XEL,XYZ,0.0,0.008278,-0.008278,XYZ->XEL
KMB,BG,0.008278,0.0,0.008278,KMB->BG
LRCX,TTD,0.008277,0.0,0.008277,LRCX->TTD
ULTA,HLT,0.0,0.008277,-0.008277,HLT->ULTA
AFL,GPN,0.008277,0.0,0.008277,AFL->GPN
TPR,AMD,0.0,0.008277,-0.008277,AMD->TPR
AEP,CVS,0.008277,0.0,0.008277,AEP->CVS
MS,HII,0.008276,0.0,0.008276,MS->HII
ON,TPR,0.008275,0.0,0.008275,ON->TPR
ITW,DECK,0.008275,0.0,0.008275,ITW->DECK
ULTA,CSX,0.008275,0.0,0.008275,ULTA->CSX
LYV,AJG,0.0,0.008275,-0.008275,AJG->LYV
DGX,CPB,0.0,0.008275,-0.008275,CPB->DGX
OMC,JPM,0.0,0.008275,-0.008275,JPM->OMC
TECH,CCI,0.008274,0.0,0.008274,TECH->CCI
VTR,HCA,0.0,0.008274,-0.008274,HCA->VTR
VRSN,AZO,0.0,0.008274,-0.008274,AZO->VRSN
CL,AMZN,0.0,0.008274,-0.008274,AMZN->CL
LYV,DVA,0.0,0.008274,-0.008274,DVA->LYV
AVB,EA,0.0,0.008274,-0.008274,EA->AVB
FANG,ELV,0.008274,0.0,0.008274,FANG->ELV
PM,SMCI,0.0,0.008274,-0.008274,SMCI->PM
VTR,CBRE,0.0,0.008274,-0.008274,CBRE->VTR
AXON,HCA,0.0,0.008274,-0.008274,HCA->AXON
ABT,ETN,0.008274,0.0,0.008274,ABT->ETN
PNW,ROP,0.008274,0.0,0.008274,PNW->ROP
ROK,RJF,0.008273,0.0,0.008273,ROK->RJF
NTRS,AXON,0.0,0.008273,-0.008273,AXON->NTRS
BLDR,HSY,0.0,0.008273,-0.008273,HSY->BLDR
XOM,COST,0.0,0.008273,-0.008273,COST->XOM
HIG,CPRT,0.008272,0.0,0.008272,HIG->CPRT
OKE,VTRS,0.0,0.008272,-0.008272,VTRS->OKE
PPG,AAPL,0.0,0.008272,-0.008272,AAPL->PPG
SYY,CME,0.0,0.008272,-0.008272,CME->SYY
REG,CDW,0.008272,0.0,0.008272,REG->CDW
PKG,HPQ,0.0,0.008272,-0.008272,HPQ->PKG
CFG,FIX,0.008271,0.0,0.008271,CFG->FIX
PGR,ANET,0.0,0.008271,-0.008271,ANET->PGR
BLK,CME,0.008271,0.0,0.008271,BLK->CME
MTD,ALB,0.008271,0.0,0.008271,MTD->ALB
SPG,FITB,0.0,0.008271,-0.008271,FITB->SPG
KKR,DPZ,0.008271,0.0,0.008271,KKR->DPZ
MNST,CVNA,0.008271,0.0,0.008271,MNST->CVNA
AAPL,APH,0.008271,0.0,0.008271,AAPL->APH
BSX,BKR,0.008271,0.0,0.008271,BSX->BKR
ABBV,ADP,0.0,0.00827,-0.00827,ADP->ABBV
FSLR,CARR,0.00827,0.0,0.00827,FSLR->CARR
TRV,APO,0.00827,0.0,0.00827,TRV->APO
CASY,EQT,0.0,0.00827,-0.00827,EQT->CASY
MNST,WMB,0.00827,0.0,0.00827,MNST->WMB
CDNS,COR,0.0,0.00827,-0.00827,COR->CDNS
OKE,WFC,0.0,0.008269,-0.008269,WFC->OKE
MTD,EOG,0.0,0.008269,-0.008269,EOG->MTD
BKNG,DRI,0.008269,0.0,0.008269,BKNG->DRI
VEEV,ANET,0.008269,0.0,0.008269,VEEV->ANET
PRU,SMCI,0.0,0.008268,-0.008268,SMCI->PRU
WAB,CNP,0.0,0.008268,-0.008268,CNP->WAB
CIEN,ALGN,0.008268,0.0,0.008268,CIEN->ALGN
MAR,TROW,0.008268,0.0,0.008268,MAR->TROW
SNA,XYZ,0.008268,0.0,0.008268,SNA->XYZ
JKHY,HUBB,0.008268,0.0,0.008268,JKHY->HUBB
MDT,GIS,0.008268,0.0,0.008268,MDT->GIS
URI,BK,0.0,0.008268,-0.008268,BK->URI
MSFT,ABT,0.008267,0.0,0.008267,MSFT->ABT
TJX,AXON,0.008267,0.0,0.008267,TJX->AXON
BA,DG,0.008267,0.0,0.008267,BA->DG
NXPI,GEN,0.0,0.008267,-0.008267,GEN->NXPI
OKE,GS,0.0,0.008267,-0.008267,GS->OKE
SLB,GLW,0.008267,0.0,0.008267,SLB->GLW
NI,ALB,0.0,0.008267,-0.008267,ALB->NI
MSFT,IQV,0.0,0.008267,-0.008267,IQV->MSFT
NRG,LNT,0.008266,0.0,0.008266,NRG->LNT
POOL,MAA,0.008266,0.0,0.008266,POOL->MAA
UHS,DXCM,0.008266,0.0,0.008266,UHS->DXCM
WFC,DXCM,0.0,0.008266,-0.008266,DXCM->WFC
RMD,D,0.008265,0.0,0.008265,RMD->D
GD,HD,0.008265,0.0,0.008265,GD->HD
CL,EW,0.008265,0.0,0.008265,CL->EW
RSG,CIEN,0.0,0.008264,-0.008264,CIEN->RSG
MPWR,VZ,0.008264,0.0,0.008264,MPWR->VZ
MDT,TDG,0.008264,0.0,0.008264,MDT->TDG
BR,BIIB,0.0,0.008264,-0.008264,BIIB->BR
KDP,BKNG,0.0,0.008264,-0.008264,BKNG->KDP
NEE,ACN,0.008264,0.0,0.008264,NEE->ACN
INTU,SWK,0.008264,0.0,0.008264,INTU->SWK
AVGO,HLT,0.008264,0.0,0.008264,AVGO->HLT
TSN,FIX,0.0,0.008264,-0.008264,FIX->TSN
TTD,OTIS,0.0,0.008263,-0.008263,OTIS->TTD
PNR,BAX,0.008263,0.0,0.008263,PNR->BAX
WFC,IBM,0.0,0.008263,-0.008263,IBM->WFC
INTU,WM,0.0,0.008263,-0.008263,WM->INTU
MRK,GNRC,0.0,0.008263,-0.008263,GNRC->MRK
TFC,DE,0.0,0.008263,-0.008263,DE->TFC
A,REG,0.0,0.008263,-0.008263,REG->A
KHC,EIX,0.0,0.008263,-0.008263,EIX->KHC
NXPI,CPT,0.0,0.008263,-0.008263,CPT->NXPI
CAH,GRMN,0.008263,0.0,0.008263,CAH->GRMN
TTD,HCA,0.0,0.008263,-0.008263,HCA->TTD
MPWR,MET,0.0,0.008262,-0.008262,MET->MPWR
CCL,APTV,0.0,0.008262,-0.008262,APTV->CCL
TTD,WTW,0.0,0.008262,-0.008262,WTW->TTD
POOL,TSLA,0.008262,0.0,0.008262,POOL->TSLA
IBM,HCA,0.0,0.008261,-0.008261,HCA->IBM
VEEV,AIG,0.0,0.008261,-0.008261,AIG->VEEV
PSX,F,0.008261,0.0,0.008261,PSX->F
AEP,APA,0.008261,0.0,0.008261,AEP->APA
FE,EXC,0.008261,0.0,0.008261,FE->EXC
STX,GE,0.0,0.008261,-0.008261,GE->STX
TDG,AZO,0.0,0.00826,-0.00826,AZO->TDG
MPWR,IP,0.0,0.00826,-0.00826,IP->MPWR
PWR,SRE,0.00826,0.0,0.00826,PWR->SRE
BEN,ES,0.0,0.00826,-0.00826,ES->BEN
TSLA,WMT,0.00826,0.0,0.00826,TSLA->WMT
EQIX,CPRT,0.0,0.00826,-0.00826,CPRT->EQIX
CME,ARE,0.0,0.008259,-0.008259,ARE->CME
TDY,CVS,0.0,0.008259,-0.008259,CVS->TDY
AWK,DOC,0.0,0.008259,-0.008259,DOC->AWK
NEE,PRU,0.008259,0.0,0.008259,NEE->PRU
AMAT,FIX,0.008259,0.0,0.008259,AMAT->FIX
PANW,ED,0.008259,0.0,0.008259,PANW->ED
SPG,SNA,0.0,0.008258,-0.008258,SNA->SPG
ADI,FRT,0.008258,0.0,0.008258,ADI->FRT
MDT,HII,0.0,0.008257,-0.008257,HII->MDT
MAR,GS,0.008257,0.0,0.008257,MAR->GS
SLB,CCL,0.008257,0.0,0.008257,SLB->CCL
NRG,ON,0.008257,0.0,0.008257,NRG->ON
COST,DRI,0.008257,0.0,0.008257,COST->DRI
NDSN,ROST,0.0,0.008257,-0.008257,ROST->NDSN
AEE,ATO,0.0,0.008257,-0.008257,ATO->AEE
PSX,DE,0.0,0.008257,-0.008257,DE->PSX
RCL,AMP,0.0,0.008257,-0.008257,AMP->RCL
LLY,WST,0.0,0.008257,-0.008257,WST->LLY
PM,SYF,0.008257,0.0,0.008257,PM->SYF
PRU,ADSK,0.008256,0.0,0.008256,PRU->ADSK
NOW,CPAY,0.0,0.008256,-0.008256,CPAY->NOW
INTU,STE,0.008256,0.0,0.008256,INTU->STE
ABBV,GS,0.0,0.008256,-0.008256,GS->ABBV
IP,COST,0.0,0.008256,-0.008256,COST->IP
TXN,AME,0.0,0.008256,-0.008256,AME->TXN
AAPL,ETR,0.0,0.008255,-0.008255,ETR->AAPL
MOS,FE,0.0,0.008255,-0.008255,FE->MOS
APH,ANET,0.0,0.008255,-0.008255,ANET->APH
KDP,ROST,0.008255,0.0,0.008255,KDP->ROST
MDT,BBY,0.0,0.008255,-0.008255,BBY->MDT
VRSN,CAT,0.008254,0.0,0.008254,VRSN->CAT
VRT,EQIX,0.008254,0.0,0.008254,VRT->EQIX
JNJ,AIZ,0.0,0.008254,-0.008254,AIZ->JNJ
PLD,HCA,0.0,0.008254,-0.008254,HCA->PLD
LEN,BKNG,0.008253,0.0,0.008253,LEN->BKNG
IDXX,APO,0.0,0.008253,-0.008253,APO->IDXX
INTU,CF,0.0,0.008253,-0.008253,CF->INTU
ORLY,CCI,0.008253,0.0,0.008253,ORLY->CCI
NEE,CHTR,0.0,0.008253,-0.008253,CHTR->NEE
ETN,CRH,0.0,0.008253,-0.008253,CRH->ETN
NXPI,STZ,0.008253,0.0,0.008253,NXPI->STZ
PNW,TGT,0.008252,0.0,0.008252,PNW->TGT
CBRE,BAX,0.008252,0.0,0.008252,CBRE->BAX
MDT,CRL,0.0,0.008252,-0.008252,CRL->MDT
XYL,ES,0.0,0.008252,-0.008252,ES->XYL
JBHT,HSY,0.0,0.008252,-0.008252,HSY->JBHT
NCLH,RSG,0.0,0.008251,-0.008251,RSG->NCLH
CF,FITB,0.008251,0.0,0.008251,CF->FITB
TAP,MSFT,0.008251,0.0,0.008251,TAP->MSFT
INVH,BA,0.00825,0.0,0.00825,INVH->BA
PWR,GE,0.00825,0.0,0.00825,PWR->GE
GWW,CTAS,0.0,0.00825,-0.00825,CTAS->GWW
RMD,TEL,0.0,0.00825,-0.00825,TEL->RMD
CL,GS,0.00825,0.0,0.00825,CL->GS
XEL,GNRC,0.008249,0.0,0.008249,XEL->GNRC
MRK,HLT,0.0,0.008249,-0.008249,HLT->MRK
UNH,CARR,0.0,0.008249,-0.008249,CARR->UNH
CRM,QCOM,0.0,0.008249,-0.008249,QCOM->CRM
TER,GS,0.008249,0.0,0.008249,TER->GS
LDOS,HD,0.008248,0.0,0.008248,LDOS->HD
DGX,ALLE,0.0,0.008248,-0.008248,ALLE->DGX
PEP,EPAM,0.0,0.008247,-0.008247,EPAM->PEP
AAPL,CMI,0.0,0.008247,-0.008247,CMI->AAPL
MRNA,FOXA,0.008247,0.0,0.008247,MRNA->FOXA
SJM,CF,0.0,0.008247,-0.008247,CF->SJM
TRMB,SJM,0.0,0.008247,-0.008247,SJM->TRMB
MGM,CFG,0.0,0.008247,-0.008247,CFG->MGM
BK,HD,0.0,0.008246,-0.008246,HD->BK
SWK,DD,0.008246,0.0,0.008246,SWK->DD
XYL,DUK,0.0,0.008245,-0.008245,DUK->XYL
VRSN,IT,0.008245,0.0,0.008245,VRSN->IT
OXY,FIX,0.0,0.008245,-0.008245,FIX->OXY
OXY,SYF,0.0,0.008245,-0.008245,SYF->OXY
V,SJM,0.008244,0.0,0.008244,V->SJM
PEP,APH,0.008244,0.0,0.008244,PEP->APH
CCL,AVB,0.008244,0.0,0.008244,CCL->AVB
PEG,SYK,0.008244,0.0,0.008244,PEG->SYK
MAA,WELL,0.0,0.008244,-0.008244,WELL->MAA
TRV,COP,0.0,0.008244,-0.008244,COP->TRV
CHRW,IBM,0.008244,0.0,0.008244,CHRW->IBM
PPL,PCG,0.008244,0.0,0.008244,PPL->PCG
YUM,REG,0.0,0.008244,-0.008244,REG->YUM
MSI,RTX,0.008243,0.0,0.008243,MSI->RTX
INTU,STZ,0.008243,0.0,0.008243,INTU->STZ
PEP,GS,0.0,0.008243,-0.008243,GS->PEP
ZBH,CHTR,0.008243,0.0,0.008243,ZBH->CHTR
CRM,HSY,0.0,0.008243,-0.008243,HSY->CRM
MLM,ATO,0.008242,0.0,0.008242,MLM->ATO
NDAQ,LHX,0.008242,0.0,0.008242,NDAQ->LHX
KIM,HLT,0.0,0.008242,-0.008242,HLT->KIM
VICI,BEN,0.008242,0.0,0.008242,VICI->BEN
PCG,PRU,0.0,0.008242,-0.008242,PRU->PCG
LEN,REG,0.0,0.008241,-0.008241,REG->LEN
TSCO,BALL,0.0,0.008241,-0.008241,BALL->TSCO
TRGP,RF,0.008241,0.0,0.008241,TRGP->RF
PFE,GNRC,0.008241,0.0,0.008241,PFE->GNRC
MRNA,FDS,0.008241,0.0,0.008241,MRNA->FDS
NFLX,HAS,0.0,0.008241,-0.008241,HAS->NFLX
IRM,HAL,0.008241,0.0,0.008241,IRM->HAL
PANW,HST,0.0,0.00824,-0.00824,HST->PANW
AEP,EIX,0.0,0.00824,-0.00824,EIX->AEP
TFC,ADI,0.00824,0.0,0.00824,TFC->ADI
MGM,IFF,0.00824,0.0,0.00824,MGM->IFF
LYV,AMP,0.0,0.008239,-0.008239,AMP->LYV
ARE,HIG,0.008239,0.0,0.008239,ARE->HIG
CMCSA,BAX,0.008238,0.0,0.008238,CMCSA->BAX
SNA,MMM,0.008238,0.0,0.008238,SNA->MMM
HLT,CARR,0.0,0.008238,-0.008238,CARR->HLT
UHS,O,0.008238,0.0,0.008238,UHS->O
OKE,VTR,0.008238,0.0,0.008238,OKE->VTR
UAL,DVN,0.008238,0.0,0.008238,UAL->DVN
IQV,CBRE,0.008238,0.0,0.008238,IQV->CBRE
ATO,EXC,0.008238,0.0,0.008238,ATO->EXC
NVDA,KMI,0.0,0.008236,-0.008236,KMI->NVDA
IRM,SRE,0.008236,0.0,0.008236,IRM->SRE
INTU,ADM,0.0,0.008236,-0.008236,ADM->INTU
NEE,FE,0.0,0.008236,-0.008236,FE->NEE
NWSA,IFF,0.0,0.008236,-0.008236,IFF->NWSA
TER,HWM,0.008236,0.0,0.008236,TER->HWM
JPM,TROW,0.0,0.008236,-0.008236,TROW->JPM
DG,CPAY,0.008236,0.0,0.008236,DG->CPAY
MCD,EMR,0.008235,0.0,0.008235,MCD->EMR
NUE,MAS,0.008235,0.0,0.008235,NUE->MAS
JCI,CHRW,0.008235,0.0,0.008235,JCI->CHRW
TYL,ED,0.008235,0.0,0.008235,TYL->ED
BDX,FAST,0.0,0.008235,-0.008235,FAST->BDX
ADM,FITB,0.0,0.008235,-0.008235,FITB->ADM
FICO,GRMN,0.008235,0.0,0.008235,FICO->GRMN
ORCL,CPRT,0.0,0.008234,-0.008234,CPRT->ORCL
KKR,CL,0.0,0.008234,-0.008234,CL->KKR
BXP,KO,0.0,0.008234,-0.008234,KO->BXP
CPT,EPAM,0.0,0.008234,-0.008234,EPAM->CPT
NVDA,OMC,0.0,0.008233,-0.008233,OMC->NVDA
PCG,GL,0.0,0.008233,-0.008233,GL->PCG
ROST,COP,0.008232,0.0,0.008232,ROST->COP
NFLX,ARES,0.0,0.008232,-0.008232,ARES->NFLX
RMD,CME,0.0,0.008232,-0.008232,CME->RMD
INCY,KR,0.0,0.008231,-0.008231,KR->INCY
SYY,BAC,0.0,0.008231,-0.008231,BAC->SYY
AXON,OTIS,0.0,0.008231,-0.008231,OTIS->AXON
IDXX,EME,0.008231,0.0,0.008231,IDXX->EME
MA,WTW,0.008231,0.0,0.008231,MA->WTW
KIM,SLB,0.0,0.008231,-0.008231,SLB->KIM
FDS,DRI,0.008231,0.0,0.008231,FDS->DRI
RL,EQT,0.00823,0.0,0.00823,RL->EQT
PANW,KLAC,0.00823,0.0,0.00823,PANW->KLAC
VZ,TER,0.0,0.00823,-0.00823,TER->VZ
J,CRWD,0.0,0.00823,-0.00823,CRWD->J
WMT,TER,0.008229,0.0,0.008229,WMT->TER
MRK,UPS,0.0,0.008229,-0.008229,UPS->MRK
TYL,AMGN,0.008229,0.0,0.008229,TYL->AMGN
PNC,CASY,0.0,0.008229,-0.008229,CASY->PNC
MET,DECK,0.008229,0.0,0.008229,MET->DECK
TPR,HLT,0.0,0.008229,-0.008229,HLT->TPR
PH,KKR,0.0,0.008229,-0.008229,KKR->PH
NTAP,SRE,0.008229,0.0,0.008229,NTAP->SRE
NTAP,HUBB,0.008229,0.0,0.008229,NTAP->HUBB
ADBE,CSX,0.0,0.008229,-0.008229,CSX->ADBE
SMCI,CMI,0.008228,0.0,0.008228,SMCI->CMI
LHX,AEE,0.008228,0.0,0.008228,LHX->AEE
KKR,UDR,0.008228,0.0,0.008228,KKR->UDR
MNST,GOOGL,0.0,0.008228,-0.008228,GOOGL->MNST
PSX,EMR,0.008228,0.0,0.008228,PSX->EMR
MSCI,DVN,0.0,0.008228,-0.008228,DVN->MSCI
A,FDS,0.008228,0.0,0.008228,A->FDS
MCO,MAA,0.0,0.008228,-0.008228,MAA->MCO
LULU,HPQ,0.0,0.008227,-0.008227,HPQ->LULU
TDG,D,0.008227,0.0,0.008227,TDG->D
ATO,EIX,0.0,0.008227,-0.008227,EIX->ATO
UNH,DHR,0.008227,0.0,0.008227,UNH->DHR
MDLZ,BDX,0.008227,0.0,0.008227,MDLZ->BDX
UAL,FTV,0.008227,0.0,0.008227,UAL->FTV
WFC,ABT,0.0,0.008227,-0.008227,ABT->WFC
UPS,AAPL,0.008227,0.0,0.008227,UPS->AAPL
ED,EBAY,0.008226,0.0,0.008226,ED->EBAY
BAC,ECL,0.008226,0.0,0.008226,BAC->ECL
SWK,CBRE,0.0,0.008226,-0.008226,CBRE->SWK
MTB,MO,0.008226,0.0,0.008226,MTB->MO
CHRW,DOV,0.0,0.008226,-0.008226,DOV->CHRW
SMCI,ED,0.008226,0.0,0.008226,SMCI->ED
VLO,ETR,0.0,0.008226,-0.008226,ETR->VLO
ACN,ETN,0.008226,0.0,0.008226,ACN->ETN
ZBH,AZO,0.0,0.008226,-0.008226,AZO->ZBH
V,SNA,0.008226,0.0,0.008226,V->SNA
NTAP,ITW,0.0,0.008225,-0.008225,ITW->NTAP
CMG,BA,0.008225,0.0,0.008225,CMG->BA
WTW,APTV,0.008225,0.0,0.008225,WTW->APTV
COR,CL,0.0,0.008225,-0.008225,CL->COR
JPM,XOM,0.008225,0.0,0.008225,JPM->XOM
TPR,ATO,0.008225,0.0,0.008225,TPR->ATO
TSLA,SJM,0.008224,0.0,0.008224,TSLA->SJM
WDC,SPG,0.008224,0.0,0.008224,WDC->SPG
SO,TECH,0.0,0.008224,-0.008224,TECH->SO
ULTA,WST,0.0,0.008223,-0.008223,WST->ULTA
ROK,CLX,0.008223,0.0,0.008223,ROK->CLX
AMT,XOM,0.008223,0.0,0.008223,AMT->XOM
TRGP,APO,0.0,0.008223,-0.008223,APO->TRGP
AMCR,DHR,0.008223,0.0,0.008223,AMCR->DHR
PNR,CMS,0.0,0.008223,-0.008223,CMS->PNR
DGX,C,0.0,0.008222,-0.008222,C->DGX
PSX,TDY,0.0,0.008222,-0.008222,TDY->PSX
TTD,AVY,0.0,0.008222,-0.008222,AVY->TTD
IP,IR,0.008222,0.0,0.008222,IP->IR
SWK,CARR,0.008222,0.0,0.008222,SWK->CARR
NVR,ADBE,0.0,0.008221,-0.008221,ADBE->NVR
MCD,BAC,0.0,0.008221,-0.008221,BAC->MCD
WRB,APO,0.008221,0.0,0.008221,WRB->APO
MSCI,COST,0.008221,0.0,0.008221,MSCI->COST
C,ESS,0.008221,0.0,0.008221,C->ESS
IRM,HD,0.0,0.008221,-0.008221,HD->IRM
TXT,GWW,0.008221,0.0,0.008221,TXT->GWW
SPG,GM,0.0,0.008221,-0.008221,GM->SPG
IQV,WTW,0.008221,0.0,0.008221,IQV->WTW
WMB,EBAY,0.008221,0.0,0.008221,WMB->EBAY
ON,TEL,0.0,0.00822,-0.00822,TEL->ON
COF,ATO,0.00822,0.0,0.00822,COF->ATO
MTD,CVNA,0.00822,0.0,0.00822,MTD->CVNA
CI,HPQ,0.0,0.00822,-0.00822,HPQ->CI
SHW,APH,0.0,0.00822,-0.00822,APH->SHW
WAB,BIIB,0.0,0.00822,-0.00822,BIIB->WAB
XYL,ELV,0.00822,0.0,0.00822,XYL->ELV
TER,AMD,0.008219,0.0,0.008219,TER->AMD
AKAM,AFL,0.008219,0.0,0.008219,AKAM->AFL
DVA,DLR,0.008219,0.0,0.008219,DVA->DLR
A,ACN,0.008219,0.0,0.008219,A->ACN
IBM,ERIE,0.008219,0.0,0.008219,IBM->ERIE
LUV,AME,0.008219,0.0,0.008219,LUV->AME
ARES,FCX,0.0,0.008219,-0.008219,FCX->ARES
CFG,DLTR,0.008219,0.0,0.008219,CFG->DLTR
PNR,ETN,0.008219,0.0,0.008219,PNR->ETN
JBL,ZBH,0.0,0.008218,-0.008218,ZBH->JBL
DIS,EL,0.0,0.008218,-0.008218,EL->DIS
WM,CNP,0.0,0.008218,-0.008218,CNP->WM
ODFL,FIX,0.008218,0.0,0.008218,ODFL->FIX
WFC,TRMB,0.008218,0.0,0.008218,WFC->TRMB
ACGL,DHR,0.008218,0.0,0.008218,ACGL->DHR
CNC,DXCM,0.008217,0.0,0.008217,CNC->DXCM
GPC,DRI,0.008217,0.0,0.008217,GPC->DRI
NEE,WTW,0.008217,0.0,0.008217,NEE->WTW
TTWO,BSX,0.0,0.008217,-0.008217,BSX->TTWO
TEL,AME,0.008217,0.0,0.008217,TEL->AME
CASY,COF,0.0,0.008217,-0.008217,COF->CASY
UAL,ALL,0.0,0.008217,-0.008217,ALL->UAL
AZO,DECK,0.0,0.008217,-0.008217,DECK->AZO
ACGL,HSIC,0.008216,0.0,0.008216,ACGL->HSIC
WMB,SLB,0.0,0.008216,-0.008216,SLB->WMB
MGM,ELV,0.008216,0.0,0.008216,MGM->ELV
KHC,VMC,0.008216,0.0,0.008216,KHC->VMC
INCY,AOS,0.0,0.008215,-0.008215,AOS->INCY
PTC,SHW,0.0,0.008215,-0.008215,SHW->PTC
AMD,DXCM,0.0,0.008215,-0.008215,DXCM->AMD
CVX,IT,0.0,0.008215,-0.008215,IT->CVX
PCAR,REGN,0.0,0.008214,-0.008214,REGN->PCAR
J,AVGO,0.008214,0.0,0.008214,J->AVGO
PSKY,CRWD,0.0,0.008214,-0.008214,CRWD->PSKY
RF,EXC,0.0,0.008214,-0.008214,EXC->RF
LLY,SNPS,0.008214,0.0,0.008214,LLY->SNPS
CDW,AON,0.0,0.008214,-0.008214,AON->CDW
MSI,TJX,0.0,0.008214,-0.008214,TJX->MSI
MCHP,ECL,0.0,0.008214,-0.008214,ECL->MCHP
MRNA,COHR,0.0,0.008214,-0.008214,COHR->MRNA
OKE,PTC,0.008213,0.0,0.008213,OKE->PTC
ABBV,CRM,0.008213,0.0,0.008213,ABBV->CRM
CI,EA,0.008213,0.0,0.008213,CI->EA
PHM,GNRC,0.008213,0.0,0.008213,PHM->GNRC
MPWR,REG,0.008213,0.0,0.008213,MPWR->REG
IQV,AXON,0.0,0.008212,-0.008212,AXON->IQV
CCI,HIG,0.008212,0.0,0.008212,CCI->HIG
LDOS,TECH,0.008212,0.0,0.008212,LDOS->TECH
PGR,TTD,0.008212,0.0,0.008212,PGR->TTD
BLDR,CPB,0.008211,0.0,0.008211,BLDR->CPB
MCHP,AVGO,0.0,0.008211,-0.008211,AVGO->MCHP
NKE,IRM,0.008211,0.0,0.008211,NKE->IRM
PNW,J,0.008211,0.0,0.008211,PNW->J
